text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: What are the similarities between iteration and recursion?
A: As discussed earlier, recursion may be used to process iterative actions. Recursion is used for calculations where the answer can be described in a function that relates to itself.",2,0,0,2,0,0,0,0,2
"Q: How are infix expressions evaluated by computers?
A: computers usually convert infix expressions to post fix expression and evaluate them using a stack.",5,1,1,1,1,1,1,2,1
"Q: What is a tree?
A: A tree is a finite set of one or more nodes with a specially designated node called the root and the remaining nodes are partitioned into disjoint sets where each of these sets is a tree.",5,1,1,1,1,1,1,0,1
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: The variable of type string has a terminating character \0 at the end of it.",4,0,0,1,2,1,0,0,1
"Q: What is a stack?
A: Stores a set of elements in a particular order based on the principle of Last In First Out (LIFO).",5,1,2,1,1,1,1,0,1
"Q: What is a pointer?
A: a pointer points to a location in memory where data is stored",5,2,2,1,2,1,2,0,2
"Q: What are the two main functions defined by a stack?
A: pop and push",5,1,1,1,1,1,1,1,1
"Q: What is the difference between an array declared as static, and one that is not?
A: a static array has pre-runtime size and that size cannot be changed. A dynamic array gets its size at runtime.",3,0,0,0,2,0,0,0,1
"Q: What is the Euler tour traversal of a tree?
A: The Euler tour traversal of a tree the function that iteratively keeps track of the pointer on each node.",3,0,0,0,0,0,0,0,1
"Q: When does C++ create a default constructor?
A: at the very beginning when you run a complier, matter a fact in C++ it generates its own default constructor for the class provided if no other constructors have been provided by user",5,2,2,2,2,1,1,0,2
"Q: What is a function pointer?
A: Function Pointers are pointers, i.e. variables, which point to the address of a function.",5,1,1,1,1,1,1,0,1
"Q: What is a linked list?
A: An array based list that uses an implicit ordering scheme, often using pointers.",2,0,0,0,0,0,0,0,1
"Q: What is a pointer?
A: variable that points to the memory address of another variable and it is type specific.",5,1,1,1,1,1,1,0,1
"Q: What are the different ways to pass a pointer to a function?
A: you can pass the reference or the dereference in a function",2,0,0,0,0,0,0,0,1
"Q: How are overloaded functions differentiated by the compiler?
A: It examines the names, types, and order of arguments on each function.",5,1,1,2,1,1,1,0,1
"Q: What is the Euler tour traversal of a tree?
A: The Euler traveral is when you go through a tree looking for nodes to put in the order of left, root, right. Like inOrder traversal.",4,0,0,0,0,0,0,0,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: Using iteration loops.",5,1,1,1,1,1,1,0,1
"Q: What does the address (&) operator return?
A: returns a pointer",4,2,0,2,2,1,0,0,1
"Q: What is the alternative way to solve a problem that could be solved through recursive functions?
A: the alternative way to solve a problem that could be solved using recursion is iteration.",5,1,1,1,1,1,1,0,1
"Q: How are infix expressions evaluated by computers?
A: by converting them to postfix expressions and putting the operations in a stack",5,2,2,1,2,1,2,0,1
"Q: What is a variable?
A: location in memory where a value can be stored",5,1,1,1,1,1,1,0,1
"Q: What is the Euler tour traversal of a tree?
A: You recursively visit every node on the list. You visit the node from the left, the bottom, and from the right.",5,1,1,1,1,1,1,1,1
"Q: What is a function signature?
A: The order, number, and type of data items included inside the function parameters.",5,2,0,1,2,1,2,0,1
"Q: What is the advantage of linked lists over arrays?
A: they are resizeable",5,1,1,1,1,1,1,0,1
"Q: How can you implement a stack with an array?
A: by having a max number of elements, allocating an array with that number of elements, storing the elements starting at 0, and keeping track of how many elements are currently in the list",4,1,2,1,1,1,1,2,1
"Q: What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?
A: Best case-1 Worst Case-N",2,0,0,2,0,2,0,0,2
"Q: What are the main advantages associated with object-oriented programming?
A: Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.",1,0,0,0,0,2,0,0,2
"Q: Where do C++ programs begin to execute?
A: Int main()",5,1,1,1,1,1,1,2,1
"Q: Briefly describe the divide-and-conquer paradigm.
A: it is the taking of a larger problem and splitting it into simpler smaller problems.",4,2,0,2,2,1,0,0,1
"Q: How do you delete a node from a binary search tree?
A: Set the nodes to NULL, where that it doesn't point to anything, and the use the DELETE opertator to clear space from memory.",2,0,0,0,0,0,0,0,2
"Q: Where do C++ programs begin to execute?
A: A C++ program will begin to execute at the main() function.",5,1,1,1,1,1,1,1,2
"Q: What is the inorder traversal of a binary tree?
A: void inorder(ptNode ptr) { if (ptr) { inorder (ptr-&gt;left); cout&lt;&lt;ptr-&gt;data; inorder(ptr-&gt;right); } }",5,1,1,1,1,1,1,1,1
"Q: How does the compiler handle inline functions?
A: the function call will be replaced by the code that was defined in the inline function",5,1,1,1,1,1,1,0,1
"Q: In one sentence, what is the main idea implemented by selection sort?
A: To sort the elements by comparing two elements and swapping the smaller one to sort the elements in the array.",4,0,0,2,0,2,0,0,2
"Q: What does the address (&) operator return?
A: The & operator returns the memory address of the variable it precedes.",5,1,1,1,1,1,1,0,1
"Q: What is a pointer?
A: a variable that holds the address of another variable and can access the contents of the variable.",5,1,1,1,1,1,1,2,1
"Q: Briefly describe in one sentence how does merge sort work?
A: merge sort uses the divide and conquer strategy, sorting an array in parts, then merging the sorted parts back together.",5,1,1,1,2,1,1,0,1
"Q: What is the stack operation corresponding to the enqueue operation in queues?
A: The stack operation corresponding to enqueue in queues is the push operation.",5,1,1,1,1,1,1,0,1
"Q: What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?
A: String contains a word where as char can contain phrases or a string of characters.",2,0,0,0,0,0,0,0,1
"Q: How can you implement a stack with an array?
A: You predetermine the size of the stack as you would an array.  This type can not grow.",2,2,0,1,2,2,0,0,1
"Q: What is the inorder traversal of a binary tree?
A: You traverse all the nodes to the left, then visit the root, then traverse all the nodes on the right.",5,1,1,2,2,1,2,0,2
"Q: What is the experimental approach for measuring the running time of an algorithm?
A: the experimental approach measures actual running time in t.  t= seconds.",5,1,2,2,2,1,0,0,1
"Q: What are the two different ways of specifying the length of an array?
A: define it as array[5] or array[1,2,3,4,5]",4,1,1,2,2,1,2,1,1
"Q: What is the main difference between a while and a do...while statement?
A: a while loop checks if the condition is true or not first, if it was true, it excutes the statement. a do.. while loop executes the statement before it checks the condition. if the condition was true it would excute the statement again. so a do...while loop would excute the statement atleast once.",5,1,1,1,1,1,1,1,1
"Q: What is the base case for a recursive implementation of merge sort?
A: The base case for a recursive merge sort is one number.  One number by itself is a sorted list, regardless of what number it is.",5,1,1,1,1,1,1,1,1
"Q: What operations would you need to perform to find a given element on a stack?
A: you would pop each element and compare it to what you are looking for and then push it back on the stack so that it is not lost",4,0,0,1,0,1,0,0,1
